id,first_name,last_name,State,Product,Month,NRx,TRx
639,Annmarie,McKinty,California,Zap-a-Pain,2,12,24
640,Broddy,Robun,District of Columbia,Zap-a-Pain,2,0,5
641,Hazel,Neesam,Kentucky,Zap-a-Pain,2,16,98
642,Renelle,Galfour,Texas,Zap-a-Pain,2,15,169
643,Randolf,Fenemore,Florida,Zap-a-Pain,2,18,13
644,Neill,Fulks,Texas,Zap-a-Pain,2,6,26
645,Korella,Whitten,Missouri,Zap-a-Pain,2,3,178
646,Lorrin,Battlestone,Louisiana,Zap-a-Pain,2,6,170
647,Gwenny,Viner,Florida,Zap-a-Pain,2,19,176
648,Ruby,Rasmus,Texas,Zap-a-Pain,2,1,100
649,Donia,Henworth,Pennsylvania,Zap-a-Pain,2,3,31
650,Lucita,Bazelle,California,Zap-a-Pain,2,0,76
651,Nico,Stirman,Florida,Zap-a-Pain,2,14,136
652,Kirbee,Shadrach,Louisiana,Zap-a-Pain,2,15,138
653,Fiann,Bockman,Florida,Zap-a-Pain,2,18,84
654,Kath,Jesteco,California,Zap-a-Pain,2,14,169
655,Alexandrina,Biesty,Pennsylvania,Zap-a-Pain,2,11,136
656,Nerita,Petrolli,Missouri,Zap-a-Pain,2,17,112
657,Spense,Scudamore,Tennessee,Zap-a-Pain,2,6,16
658,Jeri,Sowood,Massachusetts,Zap-a-Pain,2,5,58
659,Wiatt,Goodding,New York,Zap-a-Pain,2,13,142
660,Starla,Baldetti,Nebraska,Zap-a-Pain,2,19,176
661,Chickie,Livings,Utah,Zap-a-Pain,2,0,8
662,Vinita,Itzhayek,New York,Zap-a-Pain,2,2,187
663,Zedekiah,Soulsby,Florida,Zap-a-Pain,2,17,144
664,Jilli,Macrow,Virginia,Zap-a-Pain,2,5,174
665,Kristine,Garett,Florida,Zap-a-Pain,2,3,28
666,Quintina,Bleacher,Nevada,Zap-a-Pain,2,8,140
667,Wally,Noteyoung,Tennessee,Zap-a-Pain,2,15,115
668,Andrew,Kepe,California,Zap-a-Pain,2,9,174
669,Simone,Gronw,Tennessee,Zap-a-Pain,2,18,130
670,Riannon,Bastick,South Dakota,Zap-a-Pain,2,17,105
671,Tiertza,Delyth,Michigan,Zap-a-Pain,2,14,77
672,Sheridan,Blick,Texas,Zap-a-Pain,2,4,107
673,Ediva,Pudsall,Illinois,Zap-a-Pain,2,1,160
674,Jacqui,Mayston,Ohio,Zap-a-Pain,2,17,82
675,Barbabas,Greir,Pennsylvania,Zap-a-Pain,2,4,0
676,Berk,Lounds,Missouri,Zap-a-Pain,2,18,150
677,Catlin,McGauhy,California,Zap-a-Pain,2,7,73
678,Lauren,Spolton,Ohio,Zap-a-Pain,2,5,10
679,Muhammad,Abbots,California,Zap-a-Pain,2,1,131
680,Skyler,Crofthwaite,California,Zap-a-Pain,2,15,38
681,Dun,Spain,Pennsylvania,Zap-a-Pain,2,18,27
682,Dayna,Tomsu,New York,Zap-a-Pain,2,7,92
683,Abby,Dinwoodie,California,Zap-a-Pain,2,19,131
684,Theodore,Reiglar,Delaware,Zap-a-Pain,2,2,60
685,Jonathan,Eddowes,Missouri,Zap-a-Pain,2,16,121
686,Billi,Parlott,Kansas,Zap-a-Pain,2,20,134
687,Loni,Dominici,California,Zap-a-Pain,2,3,34
688,Gerek,Ladds,Florida,Zap-a-Pain,2,1,12
689,Melvin,Dumelow,Virginia,Zap-a-Pain,2,18,83
690,Sabina,Rubinovitsch,New York,Zap-a-Pain,2,1,66
691,Gamaliel,Jehu,Colorado,Zap-a-Pain,2,12,99
692,Julianna,Libero,Connecticut,Zap-a-Pain,2,12,74
693,Rafaela,Warfield,Alabama,Zap-a-Pain,2,1,168
694,Callean,Rennels,Washington,Zap-a-Pain,2,3,142
695,Petronille,Walding,Pennsylvania,Zap-a-Pain,2,15,72
696,Shanon,Le Grand,District of Columbia,Zap-a-Pain,2,4,136
697,Mehetabel,Dugue,Washington,Zap-a-Pain,2,9,166
698,Etta,Pfeffer,Florida,Zap-a-Pain,2,8,81
699,Perl,Lydon,Florida,Zap-a-Pain,2,17,130
700,Prent,Hulson,California,Nasalclear,2,10,64
701,Averil,Rixon,Ohio,Nasalclear,2,20,50
702,Price,Ramsted,Texas,Nasalclear,2,13,159
703,Talyah,Topley,Illinois,Nasalclear,2,17,118
704,Camey,Holdforth,Florida,Nasalclear,2,5,23
705,Robbyn,Dalloway,Indiana,Nasalclear,2,13,121
706,Yulma,Hawtrey,Ohio,Nasalclear,2,7,62
707,Kaja,Rosindill,New York,Nasalclear,2,8,84
708,Milty,Basillon,Texas,Nasalclear,2,17,70
709,Berton,Otson,California,Nasalclear,2,11,33
710,Sunny,MacGillespie,Mississippi,Nasalclear,2,19,159
711,Ramsey,Flatte,West Virginia,Nasalclear,2,15,114
712,Lorrie,Dutnell,District of Columbia,Nasalclear,2,6,93
713,Dion,Portinari,Connecticut,Nasalclear,2,19,148
714,Camala,Yurkin,New York,Nasalclear,2,12,2
715,Morley,Pickin,Illinois,Nasalclear,2,17,126
716,Jonas,Shooter,Kansas,Nasalclear,2,5,153
717,Mort,Rumble,North Carolina,Nasalclear,2,15,156
718,Pepita,Guyan,Texas,Nasalclear,2,4,133
719,Markos,Ecclesall,Kentucky,Nasalclear,2,6,195
720,Frasier,Growden,Texas,Nasalclear,2,20,190
721,Melvin,Tidder,South Dakota,Nasalclear,2,15,149
722,Pattin,Eric,Kentucky,Nasalclear,2,2,176
723,Viola,Whitcher,Florida,Nasalclear,2,10,52
724,Samaria,Halburton,New York,Nasalclear,2,10,184
725,Lucia,Posse,Missouri,Nasalclear,2,17,73
726,Aarika,Du Hamel,Connecticut,Nasalclear,2,2,181
727,Allen,Barde,California,Nasalclear,2,12,112
728,Arlina,Shanks,District of Columbia,Nasalclear,2,20,153
729,Basilio,Goodwyn,California,Nasalclear,2,3,158
730,Sherill,Flawith,North Carolina,Nasalclear,2,18,14
731,Dona,Pitrasso,Delaware,Nasalclear,2,10,53
732,Amelia,Chattoe,Florida,Nasalclear,2,6,192
733,Adah,Monckton,Louisiana,Nasalclear,2,7,178
734,Jana,Linklater,Maryland,Nasalclear,2,13,9
735,Mayne,Saffer,New York,Nasalclear,2,14,155
736,Wallas,Parnall,Texas,Nasalclear,2,14,160
737,Merwin,Brisco,Florida,Nasalclear,2,1,155
738,Neddie,Venmore,Colorado,Nasalclear,2,16,195
739,Ulric,Tayler,Oklahoma,Nasalclear,2,11,190
740,Carrie,Yukhnov,Connecticut,Nasalclear,2,0,2
741,Benjy,MacAndreis,Texas,Nasalclear,2,19,22
742,Gracie,Knappen,Iowa,Nasalclear,2,13,69
743,Liliane,Tweddell,Connecticut,Nasalclear,2,4,187
744,Vita,Stuckley,Nevada,Nasalclear,2,16,40
745,Culver,Loggie,Pennsylvania,Nasalclear,2,10,15
746,Upton,Ballsdon,Texas,Nasalclear,2,18,175
747,Jessalin,Yewen,Arkansas,Nasalclear,2,14,121
748,Bettina,Wittleton,Arizona,Nasalclear,2,14,169
749,Pablo,Sambells,California,Nasalclear,2,2,101
750,Marlow,Wyson,District of Columbia,Nasalclear,2,6,146
751,Griffy,Plomer,Pennsylvania,Nasalclear,2,5,155
752,Wandis,Bulcroft,South Dakota,Nasalclear,2,5,3
753,Kirby,Sachno,Kansas,Nasalclear,2,6,184
754,Davidson,Galbreth,North Carolina,Nasalclear,2,0,160
755,Magdalen,Delea,Kansas,Nasalclear,2,6,48
756,Towney,Elfitt,New York,Nasalclear,2,5,141
757,Anatole,Bennoe,Virginia,Nasalclear,2,0,133
758,Karim,Thoresby,New Jersey,Nasalclear,2,6,78
759,Elna,Jina,Kansas,Nasalclear,2,15,167
760,Devina,Mollon,Connecticut,Nasalclear,2,14,184
761,Anetta,Lindman,Mississippi,Nasalclear,2,4,192
762,Barnabas,Crawshay,New York,Nasalclear,2,6,66
763,Abbi,Haldin,Alabama,Nasalclear,2,19,121
764,Bobette,Lowres,Virginia,Nasalclear,2,0,112
765,Shaine,Vasic,New York,Nasalclear,2,14,170
766,Charline,Boldecke,Florida,Nasalclear,2,14,66
767,Andreana,Hebbron,California,Nasalclear,2,11,79
768,Brade,Coad,Texas,Nasalclear,2,16,192
769,Noach,Durnan,Ohio,Nasalclear,2,9,5
770,Carol,Hanratty,Colorado,Nasalclear,2,5,158
771,Haroun,Tchir,District of Columbia,Nasalclear,2,15,158
772,Meir,Hailston,Florida,Nasalclear,2,18,18
773,Sherye,Chisnell,Texas,Nasalclear,2,20,175
774,Herby,Kempstone,Nevada,Nasalclear,2,4,86
775,Roseanna,Snel,Virginia,Nasalclear,2,1,97
776,Shermy,Tarbath,North Carolina,Nasalclear,2,15,37
777,Antony,Snoddy,Virginia,Nasalclear,2,16,27
778,Forester,Rubes,Florida,Nasalclear,2,12,173
779,Laura,Hunnicutt,Florida,Nasalclear,2,6,0
780,Feliks,Basden,Michigan,Nasalclear,2,4,1
781,Malvin,Baudinelli,Massachusetts,Nasalclear,2,18,55
782,Katrinka,Baine,North Carolina,Nasalclear,2,14,81
783,Rufe,Hoble,Arkansas,Nasalclear,2,11,3
784,Augustin,Delnevo,New York,Nasalclear,2,9,86
785,Doyle,Perford,Georgia,Nasalclear,2,4,90
786,Holly-anne,De Dantesie,Florida,Nasalclear,2,8,51
787,Hanan,Springthorpe,California,Nasalclear,2,4,61
788,Bethany,Derye-Barrett,District of Columbia,Nasalclear,2,11,197
789,Madalyn,Bellay,Ohio,Nasalclear,2,8,173
790,Eldridge,Haysham,Louisiana,Nasalclear,2,10,106
791,Jeffy,Kenealy,California,Nasalclear,2,15,60
792,Neill,Honnan,District of Columbia,Nasalclear,2,14,72
793,Bellina,Garred,Texas,Nasalclear,2,3,54
794,Morna,Farlam,California,Nasalclear,2,3,199
795,Courtnay,Ownsworth,New York,Nasalclear,2,9,62
796,Monroe,Okenden,Florida,Nasalclear,2,10,148
797,Noni,Knight,Louisiana,Nasalclear,2,13,181
798,Nicoli,Florentine,Iowa,Nasalclear,2,17,77
799,Jarrid,Drowsfield,California,Nasalclear,2,5,9
800,Del,Batrip,California,Nasalclear,2,1,136
801,Dario,Starte,Georgia,Nasalclear,2,3,87
802,Caprice,Seefeldt,Nebraska,Nasalclear,2,8,145
803,Claudia,de Leon,Arizona,Nasalclear,2,19,10
804,Robinette,Breakwell,Illinois,Nasalclear,2,11,159
805,Steffen,Cruickshanks,California,Nasalclear,2,15,198
806,Creigh,Dacombe,District of Columbia,Nasalclear,2,13,117
807,Jonas,Estick,Virginia,Nasalclear,2,4,174
808,Vladamir,Odger,Virginia,Nasalclear,2,19,111
809,Syman,Farquar,Indiana,Nasalclear,2,0,112
810,Shelly,Scurrah,Maryland,Nasalclear,2,16,166
811,Caleb,Del Dello,Texas,Nasalclear,2,19,177
812,Jonathon,Eve,New York,Nasalclear,2,3,4
813,Coletta,Pryor,Hawaii,Nasalclear,2,19,8
814,Olympie,Sarre,New York,Nasalclear,2,16,11
815,Cortney,O'Rudden,California,Nasalclear,2,13,41
816,Mickey,Luberti,Pennsylvania,Nasalclear,2,20,54
817,Berkley,Kilban,Texas,Nasalclear,2,1,121
818,Hadleigh,Oram,Alabama,Nasalclear,2,18,110
819,Mariya,Cholwell,Arizona,Nasalclear,2,12,82
820,Mandel,Dare,Texas,Nasalclear,2,20,195
821,Erika,Mabe,Oklahoma,Nasalclear,2,5,137
822,Essie,Dumbreck,Nevada,Nasalclear,2,12,196
823,Johnna,Franzke,Georgia,Nasalclear,2,15,76
824,Ardelia,Weinmann,Wisconsin,Nasalclear,2,1,30
825,Humfrid,McGarel,Indiana,Nasalclear,2,6,87
826,Elwira,Allitt,Ohio,Nasalclear,2,5,94
827,Evelin,Veljes,California,Nasalclear,2,20,20
828,Kendell,Gerholz,Virginia,Nasalclear,2,6,72
829,Meier,Bullimore,Illinois,Nasalclear,2,12,89
830,Kiel,Fishlee,District of Columbia,Nasalclear,2,5,28
831,Elinor,Graeme,Louisiana,Nasalclear,2,9,6
832,Aubree,Keeney,Michigan,Nasalclear,2,7,114
833,Lockwood,Salway,Florida,Nasalclear,2,0,85
834,Mill,Kilalea,California,Nasalclear,2,19,51
835,Madge,Denk,New York,Nova-itch,2,14,133
836,Garek,Cissen,Florida,Nova-itch,2,14,82
837,Trudi,O'Doherty,Illinois,Nova-itch,2,9,132
838,Pancho,Leask,Pennsylvania,Nova-itch,2,12,162
839,Stephana,Kestin,Virginia,Nova-itch,2,1,165
840,Robina,Harrold,Tennessee,Nova-itch,2,18,103
841,Lorianne,Maffione,Texas,Nova-itch,2,3,77
842,Milton,Bryning,Arizona,Nova-itch,2,8,113
843,Sheffie,Persey,California,Nova-itch,2,6,9
844,Sibley,Attree,Missouri,Nova-itch,2,8,87
845,Farrel,Ault,Kansas,Nova-itch,2,16,138
846,Alexandra,Gantzer,Oklahoma,Nova-itch,2,19,59
847,Darb,Dyde,Florida,Nova-itch,2,17,87
848,Becky,Gendrich,Florida,Nova-itch,2,13,123
849,Nanete,Reedyhough,Arizona,Nova-itch,2,4,36
850,Jaclin,Gjerde,Washington,Nova-itch,2,10,37
851,Malena,Wooddisse,North Carolina,Nova-itch,2,11,17
852,Caz,Nickols,Florida,Nova-itch,2,0,76
853,Malcolm,Rabb,Texas,Nova-itch,2,6,47
854,Arlin,Olfert,Colorado,Nova-itch,2,1,120
855,Yoshiko,Carnegy,Washington,Nova-itch,2,13,76
856,Sargent,Sepey,Nevada,Nova-itch,2,8,86
857,Priscilla,Bantock,Arizona,Nova-itch,2,11,51
858,Anabel,Adam,California,Nova-itch,2,4,34
859,Jesse,Petters,California,Nova-itch,2,9,13
860,Montgomery,Warnock,Virginia,Nova-itch,2,9,99
861,Jarad,Fayne,Florida,Nova-itch,2,3,184
862,Josefa,Ilott,Texas,Nova-itch,2,2,58
863,Colly,Treslove,District of Columbia,Nova-itch,2,3,128
864,Dael,De Ferraris,California,Nova-itch,2,18,159
865,Chrisse,Crux,Georgia,Nova-itch,2,1,194
866,Mathilde,Earl,Michigan,Nova-itch,2,9,20
867,Lucia,Wright,Florida,Nova-itch,2,19,77
868,Jeri,Swatman,Maryland,Nova-itch,2,17,149
869,Laney,Bertome,District of Columbia,Nova-itch,2,13,170
870,Raddy,Newband,Minnesota,Nova-itch,2,17,110
871,Hubert,Castri,Kansas,Nova-itch,2,8,138
872,Celka,Blamires,Texas,Nova-itch,2,11,24
873,Cleon,Adair,Missouri,Nova-itch,2,3,76
874,Corenda,Lalor,South Carolina,Nova-itch,2,5,49
875,Merle,Stovold,Oklahoma,Nova-itch,2,19,54
876,Dougie,Rays,California,Nova-itch,2,15,65
877,Redford,Lissandre,Illinois,Nova-itch,2,19,78
878,Alikee,Huck,Texas,Nova-itch,2,8,155
879,Alys,Sandon,Missouri,Nova-itch,2,16,89
880,Cherish,Free,Texas,Nova-itch,2,4,80
881,Tilda,MacTavish,Illinois,Nova-itch,2,8,12
882,Kirby,Aspole,Virginia,Nova-itch,2,14,53
883,Federica,Wasling,Connecticut,Nova-itch,2,17,100
884,Mitzi,Gilhooly,Louisiana,Nova-itch,2,17,2
885,Niko,Denness,New York,Nova-itch,2,14,120
886,Aleda,Ferrandez,Louisiana,Nova-itch,2,2,16
887,Benoit,Ventris,Ohio,Nova-itch,2,16,136
888,Berny,Dymidowski,Connecticut,Nova-itch,2,15,19
889,Jeremiah,Thomesson,Ohio,Nova-itch,2,7,116
890,Nickolai,Reglar,California,Nova-itch,2,17,97
891,Amaleta,Naulty,Florida,Nova-itch,2,9,61
892,Hermione,Quest,Iowa,Nova-itch,2,15,23
893,Lewiss,Kellock,New York,Nova-itch,2,5,150
894,Shantee,Kaming,Ohio,Nova-itch,2,7,121
895,Alfonse,Spaxman,Ohio,Nova-itch,2,8,78
896,Cody,Falla,Arizona,Nova-itch,2,18,129
897,Waite,Spalding,Nevada,Nova-itch,2,11,95
898,Jean,Figge,Texas,Nova-itch,2,19,56
899,Amity,Swansbury,Oklahoma,Nova-itch,2,11,31
900,Hettie,Kelwaybamber,Oklahoma,Nova-itch,2,18,183
901,Rosaline,Hulse,California,Nova-itch,2,17,111
902,Albie,Gauthorpp,Colorado,Nova-itch,2,5,189
903,Natalee,Whetton,Texas,Nova-itch,2,11,129
904,Damian,McAlindon,Iowa,Nova-itch,2,14,133
905,Rozina,Woodgate,Florida,Nova-itch,2,1,99
906,Witty,Stener,Texas,Nova-itch,2,11,71
907,Gwenora,Fearenside,California,Nova-itch,2,15,156
908,Sunny,Scotfurth,New York,Nova-itch,2,19,26
909,Betty,Seeler,Alabama,Nova-itch,2,12,75
910,Aryn,Kimberly,Washington,Nova-itch,2,5,127
911,Brinn,Petroselli,New York,Nova-itch,2,4,182
912,Deena,Zumbusch,Maryland,Nova-itch,2,11,189
913,Oliy,Laban,Louisiana,Nova-itch,2,12,8
914,Lynn,Tembridge,Michigan,Nova-itch,2,16,139
915,Marji,Bandey,Maryland,Nova-itch,2,6,43
916,Caspar,Gascar,Tennessee,Nova-itch,2,12,160
917,Reinaldos,Mantle,California,Nova-itch,2,7,152
918,Linn,Aleksandrikin,Illinois,Nova-itch,2,12,58
919,Viv,MacKill,Kentucky,Nova-itch,2,14,168
920,Roana,Bampkin,California,Nova-itch,2,11,27
921,Pamella,Cohani,Oklahoma,Nova-itch,2,0,50
922,Blanca,Timberlake,Arizona,Nova-itch,2,1,116
923,Lucita,Romeuf,District of Columbia,Nova-itch,2,13,41
924,Johnny,Wallbanks,Washington,Nova-itch,2,19,117
925,Keelby,Boldison,Arizona,Nova-itch,2,11,51
926,Elsa,Yousef,New York,Nova-itch,2,19,60
927,Colman,Haycox,Indiana,Nova-itch,2,17,84
928,Millard,Paydon,District of Columbia,Nova-itch,2,17,14
929,Berny,Mewrcik,Nebraska,Nova-itch,2,6,108
930,Isiahi,Prosch,New York,Nova-itch,2,20,160
931,Taffy,Arthur,Alabama,Nova-itch,2,1,121
932,Raviv,Haccleton,Iowa,Nova-itch,2,10,148
933,Lena,Edinburough,Florida,Nova-itch,2,6,134
934,Lily,Hinemoor,District of Columbia,Nova-itch,2,6,88
935,Elie,Stedson,Florida,Nova-itch,2,1,157
936,Alene,Minkin,Texas,Nova-itch,2,5,191
937,Janel,Scrigmour,North Carolina,Nova-itch,2,7,32
938,Albert,Veart,West Virginia,Nova-itch,2,17,59
939,Jerrold,Thewles,Georgia,Nova-itch,2,8,128
940,Isiahi,Ciciotti,Florida,Nova-itch,2,16,99
941,Brandice,Fri,California,Nova-itch,2,15,145
942,Dulcea,Wipfler,Ohio,Nova-itch,2,11,186
943,Mortie,Gapper,Ohio,Nova-itch,2,0,94
944,Ozzy,Luebbert,District of Columbia,Nova-itch,2,8,18
945,Aeriel,Ledner,California,Nova-itch,2,12,41
946,Beauregard,Gumly,Pennsylvania,Nova-itch,2,17,154
947,Esta,Plunket,Texas,Nova-itch,2,0,53
948,Sibelle,Dunmuir,Missouri,Nova-itch,2,20,193
949,Lesley,Matasov,North Carolina,Nova-itch,2,12,59
950,Sada,Buggs,Minnesota,Nova-itch,2,11,178
951,Chrissie,De Bernardi,Utah,Nova-itch,2,17,154
952,Anabal,Enriquez,Oklahoma,Nova-itch,2,11,41
953,Gertie,Fessions,Oregon,Nova-itch,2,20,125
954,Lishe,Teece,Arkansas,Nova-itch,2,17,184
955,Xerxes,Whybrow,Pennsylvania,Nova-itch,2,15,190
956,Nydia,Hefford,New York,Nova-itch,2,17,38
957,Kiah,Schirok,New York,Nova-itch,2,11,148
958,Laney,Westfield,Colorado,Nova-itch,2,7,39
959,Antoine,Madge,Arizona,Nova-itch,2,20,144
960,Randal,Collumbine,Florida,Nova-itch,2,2,188
961,Cece,Pettko,Massachusetts,Nova-itch,2,12,123
962,Wayland,Deabill,New York,Nova-itch,2,6,144
963,Karoly,Shanahan,Ohio,Nova-itch,2,5,142
964,Sancho,Aiken,Illinois,Nova-itch,2,1,6
965,Jeno,Swayland,Virginia,Nova-itch,2,0,12
966,Major,Lucks,Texas,Nova-itch,2,9,185
967,Prudence,Berkeley,Nevada,Nova-itch,2,5,47
968,Valle,Wavell,Wisconsin,Nova-itch,2,2,183
969,Nealson,Spoerl,California,Nova-itch,2,4,151
970,Karleen,Fardy,Virginia,Nova-itch,2,8,161
971,Mariette,Boncore,New York,Nova-itch,2,4,200
972,Lief,Van Velden,Florida,Nova-itch,2,0,183
973,Athene,Oiseau,Texas,Nova-itch,2,14,200
974,Irwinn,Roblin,Hawaii,Nova-itch,2,20,47
975,Ramsay,Fryett,New York,Nova-itch,2,4,112
976,Ron,Screech,Texas,Nova-itch,2,14,190
977,Sidonia,Sainthill,Indiana,Nova-itch,2,10,189
978,Cris,Cowe,Missouri,Nova-itch,2,19,145
979,Giovanna,Phripp,Alabama,Nova-itch,2,0,69
980,Martha,McLorinan,Alabama,Nova-itch,2,6,129
981,Gerome,Maddison,New York,Nova-itch,2,0,87
982,Lily,Jacobovitch,Florida,Nova-itch,2,14,142
983,Fanny,Indruch,Georgia,Nova-itch,2,19,129
984,Fayre,Lorens,Ohio,Nova-itch,2,3,92
985,Ellwood,Snead,West Virginia,Nova-itch,2,9,8
986,Dorie,Maun,Kentucky,Nova-itch,2,12,7
987,Wynnie,Merrett,Arizona,Nova-itch,2,13,144
988,Arlan,Mayell,Minnesota,Nova-itch,2,2,14
989,Val,Orht,Florida,Nova-itch,2,6,60
990,Quinn,Bannell,Colorado,Nova-itch,2,3,45
991,Dusty,Drew,New York,Nova-itch,2,3,189
992,Mirabel,Wornum,North Dakota,Nova-itch,2,14,164
993,Mina,Rable,Texas,Nova-itch,2,14,152
994,Filmer,Penhall,Florida,Nova-itch,2,2,152
995,Sollie,Heijnen,Nebraska,Nova-itch,2,0,139
996,Jemmie,Pauel,Montana,Nova-itch,2,18,28
997,Karlen,Maxwell,New York,Nova-itch,2,13,134
998,Yoko,Dilks,Oklahoma,Nova-itch,2,16,101
999,Ly,MacCarrane,New York,Nova-itch,2,2,45
1000,Clifford,Tersay,Illinois,Nova-itch,2,0,131
1,Bren,Clarridge,Virginia,Cholecap,3,9,20
2,Catharine,Latty,West Virginia,Cholecap,3,2,70
3,Charity,Wernher,Utah,Cholecap,3,15,182
4,Trevar,Orrocks,California,Cholecap,3,4,61
5,Marie-ann,Degoy,California,Cholecap,3,0,27
6,Reggie,Scoggan,California,Cholecap,3,11,99
7,Camala,Dosdale,Pennsylvania,Cholecap,3,15,111
8,Abran,Tonnesen,Idaho,Cholecap,3,9,113
9,Kelly,Toolan,Washington,Cholecap,3,13,192
10,Eada,Ingman,Florida,Cholecap,3,8,136
11,Nari,Sallings,Alabama,Cholecap,3,19,145
12,Marrissa,Rawsen,California,Cholecap,3,16,120
13,Gabby,Trevino,Texas,Cholecap,3,2,99
14,Jyoti,Pevie,California,Cholecap,3,3,48
15,Sonni,Gogan,Alabama,Cholecap,3,9,52
16,Adrea,Stockall,New York,Cholecap,3,2,160
17,Liliane,Raff,South Carolina,Cholecap,3,14,117
18,Tommie,Siemantel,Arkansas,Cholecap,3,18,76
19,George,Perrett,Ohio,Cholecap,3,11,125
20,Tomasine,Birdall,Kansas,Cholecap,3,18,86
21,Annalise,Dugood,Ohio,Cholecap,3,7,188
22,Harlan,Rodson,Washington,Cholecap,3,6,167
23,Richmound,Willshire,District of Columbia,Cholecap,3,1,86
24,Reynold,Blaszczyk,Texas,Cholecap,3,3,164
25,Craggy,Reaveley,Texas,Cholecap,3,12,149
26,Lotti,O'Shee,District of Columbia,Cholecap,3,2,8
27,Marv,Brennand,Ohio,Cholecap,3,3,197
28,Ignace,Kitchener,New York,Cholecap,3,14,117
29,Xever,Percival,Illinois,Cholecap,3,16,35
30,Aryn,Durdle,Colorado,Cholecap,3,11,147
31,Lauree,Fomichkin,Colorado,Cholecap,3,12,26
32,Grazia,Wrightam,California,Cholecap,3,20,77
33,Clarissa,Sadat,Mississippi,Cholecap,3,14,44
34,Ashlen,Paolazzi,Virginia,Cholecap,3,11,125
35,Elsie,Strangeway,Texas,Cholecap,3,7,50
36,Claudianus,Cabbell,Ohio,Cholecap,3,16,158
37,Zorina,Joincey,New York,Cholecap,3,10,143
38,Nilson,Charlson,Tennessee,Cholecap,3,10,109
39,Allina,Oldfield,Texas,Cholecap,3,7,64
40,Zachary,Letteresse,Arizona,Cholecap,3,15,103
41,Maris,Le Barre,New Jersey,Cholecap,3,0,99
42,Ludovico,Kilroy,South Dakota,Cholecap,3,5,27
43,Tedman,Weldon,Missouri,Cholecap,3,17,12
44,Asia,Danilyak,Pennsylvania,Cholecap,3,16,157
45,Corette,Buchanan,Missouri,Cholecap,3,13,47
46,Chico,Ritmeier,Georgia,Cholecap,3,5,109
47,Lynde,O'Cullinane,Texas,Cholecap,3,12,89
48,Vivia,Redborn,District of Columbia,Cholecap,3,3,44
49,Gene,Pollard,Indiana,Cholecap,3,18,167
50,Monti,Trett,Alabama,Cholecap,3,1,167
51,Andie,Gymlett,Massachusetts,Cholecap,3,4,130
52,Maia,Spriggin,California,Cholecap,3,6,60
53,Aleece,Holburn,District of Columbia,Cholecap,3,4,109
54,Aila,Tonna,Alabama,Cholecap,3,0,116
55,Vivianna,Mordin,Missouri,Cholecap,3,4,105
56,Carrie,Astbury,Massachusetts,Cholecap,3,2,96
57,Mommy,Grigoliis,California,Cholecap,3,1,41
58,Minor,Tattershall,Texas,Cholecap,3,9,112
59,Ade,Ballay,Massachusetts,Cholecap,3,2,135
60,Shannah,Giovannelli,Connecticut,Cholecap,3,15,175
61,Tirrell,Fritchley,Arizona,Cholecap,3,10,59
62,Nancee,Cane,Virginia,Cholecap,3,6,113
63,Elizabet,Dunster,Louisiana,Cholecap,3,2,21
64,Susannah,Nares,Georgia,Cholecap,3,3,19
65,Veradis,Letteresse,Utah,Cholecap,3,20,67
66,Sonnie,Coots,Nevada,Cholecap,3,1,54
67,Corabella,De Souza,California,Cholecap,3,9,145
68,Kristin,Camplen,Utah,Cholecap,3,16,91
69,Lucius,Lorenzetto,Illinois,Cholecap,3,4,143
70,Ernie,Jakaway,California,Cholecap,3,10,98
71,Rosy,Bubbings,Texas,Cholecap,3,9,51
72,Kelcey,McGrory,California,Cholecap,3,9,21
73,Lexine,Durden,California,Cholecap,3,14,112
74,Toiboid,Ellett,New York,Cholecap,3,7,128
75,Tris,Earl,Montana,Cholecap,3,15,114
76,Eldin,Mossbee,Nevada,Cholecap,3,6,35
77,Daisy,Luno,Pennsylvania,Cholecap,3,3,4
78,Silvie,Gurdon,Colorado,Cholecap,3,9,30
79,Toma,Dewhurst,Texas,Cholecap,3,1,184
80,Tabatha,Manton,Hawaii,Cholecap,3,14,61
81,Pearle,Peatheyjohns,Ohio,Cholecap,3,0,135
82,Cati,de Almeida,Oklahoma,Cholecap,3,20,8
83,Jourdain,Chalke,Florida,Cholecap,3,7,12
84,Cornelle,Venney,New York,Cholecap,3,4,102
85,Midge,Balden,Iowa,Cholecap,3,19,135
86,Jacquenette,Konzelmann,Colorado,Cholecap,3,2,161
87,Glenda,Lubeck,Texas,Cholecap,3,1,197
88,Salvatore,Hyde-Chambers,Massachusetts,Cholecap,3,17,63
89,Barnebas,Bladesmith,Texas,Cholecap,3,12,39
90,Ludvig,Gotliffe,Michigan,Cholecap,3,16,126
91,Otis,McBayne,Florida,Cholecap,3,17,5
92,Larissa,Gjerde,Texas,Cholecap,3,2,28
93,Christian,Sturgess,Texas,Cholecap,3,6,161
94,Martita,Bleackley,Wisconsin,Cholecap,3,2,171
95,Haleigh,Cuncliffe,Virginia,Cholecap,3,13,148
96,Kandace,Hartwell,Massachusetts,Cholecap,3,20,3
97,Ebba,Fagge,Mississippi,Cholecap,3,9,138
98,Codee,Sanpher,Colorado,Cholecap,3,9,76
99,Daveta,Jurgen,District of Columbia,Cholecap,3,12,181
100,Haleigh,Railton,Alaska,Cholecap,3,7,108
